AccountID,tx_count,amount_sum,amount_mean,amount_median,amount_max,amount_std,amount_p95,amount_p99,balance_mean,balance_min,ratio_mean,ratio_p95,unique_merchants,unique_locations,unique_devices,unique_ips,channel_nunique,login_attempts_max,login_attempts_mean,duration_mean,duration_p95,first_tx_date,last_tx_date,active_days,share_atm,share_branch,share_online
AC00093,9,3165.4300000000003,351.7144444444445,230.46,1021.38,341.24337583721353,943.684,1005.8408,4057.8533333333335,162.53,0.35001076754623733,1.2335481239724275,9,8,9,9,3,4,1.3333333333333333,156.88888888888889,263.0,2023-01-17 17:25:13,2023-12-14 16:15:28,331,0.2222222222222222,0.5555555555555556,0.2222222222222222
AC00094,4,224.01999999999998,56.004999999999995,44.964999999999996,120.17,46.49006381296258,110.87899999999998,118.31179999999999,4518.3225,743.9,0.019068941920753885,0.03955698067742639,4,4,4,4,2,1,1.0,117.25,195.79999999999995,2023-05-29 17:30:14,2023-08-08 17:07:42,71,0.75,0.0,0.25
AC00095,8,3181.87,397.73375,216.16,1432.02,503.0761065098117,1221.3164999999997,1389.8792999999998,6626.547500000001,3382.91,0.08195435777027377,0.2840148019658031,8,8,8,8,3,1,1.0,142.0,240.34999999999997,2023-02-03 16:06:00,2023-10-20 17:48:44,260,0.25,0.375,0.375
AC00096,3,882.3,294.09999999999997,195.76,535.4,210.15947183032222,501.4359999999999,528.6071999999999,3377.3033333333333,651.84,0.3060606576134955,0.7462389347264801,3,3,3,3,2,1,1.0,82.33333333333333,108.9,2023-05-12 18:38:11,2023-06-01 16:18:49,20,0.0,0.6666666666666666,0.3333333333333333
AC00097,3,261.72,87.24000000000001,76.39,185.07,92.88151538384804,174.202,182.8964,4684.803333333333,636.42,0.09917819328739591,0.26237810218998797,3,3,3,3,2,1,1.0,137.33333333333334,171.6,2023-02-27 16:28:23,2023-12-19 16:57:40,296,0.0,0.3333333333333333,0.6666666666666666
AC00098,5,3212.57,642.514,345.94,1340.19,568.888066345217,1306.9,1333.5320000000002,7159.088000000001,3956.69,0.07876186795189681,0.1463374267219435,5,5,5,5,2,1,1.0,87.6,153.2,2023-01-05 16:02:42,2023-12-11 17:26:22,341,0.2,0.0,0.8
AC00099,4,2510.98,627.745,621.365,1041.88,460.67520724113933,1037.2810000000002,1040.9602,6798.962500000001,5726.2,0.1045301697657485,0.1806351548247178,4,4,4,4,2,1,1.0,105.75,139.2,2023-08-21 18:51:11,2023-09-18 17:07:08,28,0.0,0.75,0.25
AC00100,3,447.33000000000004,149.11,151.82,224.22,76.50100849008462,216.98,222.772,5941.206666666668,2197.12,0.035218636342694176,0.06485860293102189,3,2,3,3,2,2,1.3333333333333333,65.66666666666667,100.0,2023-01-23 18:45:00,2023-07-17 16:32:45,175,0.6666666666666666,0.3333333333333333,0.0
AC00101,3,299.9,99.96666666666665,78.44,166.55,58.85083205302483,157.739,164.7878,9256.106666666667,6870.84,0.010394683024540307,0.012698503870295128,3,3,3,3,3,1,1.0,222.0,290.3,2023-02-13 16:08:58,2023-11-21 17:25:30,282,0.3333333333333333,0.3333333333333333,0.3333333333333333
AC00102,5,826.62,165.324,192.73,316.37,123.2610483080523,300.668,313.2296,2944.042,475.63,0.13661454460418626,0.4189916503169545,5,5,5,5,2,1,1.0,177.0,275.59999999999997,2023-02-06 17:48:39,2023-10-16 16:51:25,252,0.4,0.6,0.0
AC00103,5,2145.0,429.0,449.18,795.96,270.65469190464813,732.276,783.2232,3225.65,1025.99,0.1938743363974716,0.4099848859259965,5,5,5,5,3,1,1.0,113.8,238.99999999999997,2023-08-21 17:20:05,2023-12-25 17:01:44,126,0.2,0.4,0.4
AC00104,1,275.2,275.2,275.2,275.2,0.0,275.2,275.2,1230.12,1230.12,0.22371801125075302,0.22371801125075302,1,1,1,1,1,1,1.0,81.0,81.0,2023-08-24 17:13:38,2023-08-24 17:13:38,1,0.0,0.0,1.0
AC00105,3,381.82,127.27333333333333,122.65,136.82,8.269016467109816,135.403,136.5366,4890.046666666666,1968.51,0.03439120115799513,0.05827186168825098,3,3,3,3,2,1,1.0,81.0,173.29999999999998,2023-04-12 17:50:15,2023-08-25 18:24:06,136,0.0,0.6666666666666666,0.3333333333333333
AC00106,6,2064.18,344.03,303.425,716.93,191.6299234462092,620.135,697.571,3476.0266666666666,944.83,0.14343259679854295,0.28620931390915894,6,6,6,6,2,1,1.0,112.16666666666667,219.25,2023-03-22 16:10:14,2023-12-25 17:31:53,279,0.3333333333333333,0.0,0.6666666666666666
AC00107,5,2980.3199999999997,596.064,345.54,1830.0,727.7003299985511,1591.08,1782.216,3541.558,1238.11,0.304036853578749,0.7574687800304016,5,5,5,4,3,1,1.0,129.0,225.6,2023-01-24 16:05:40,2023-09-19 16:55:00,239,0.2,0.4,0.4
AC00108,6,1920.36,320.06,236.14,849.76,265.0999832516026,709.825,821.7730000000001,2645.5633333333335,373.88,0.5425922498975065,1.8075913633251202,6,6,6,6,3,4,1.5,135.0,263.25,2023-04-07 16:04:01,2023-11-28 16:38:08,236,0.5,0.16666666666666666,0.3333333333333333
AC00109,2,418.91999999999996,209.45999999999998,209.45999999999998,389.7,254.89785248212664,371.676,386.0952,7460.469999999999,7125.15,0.02922088114940158,0.05214631497331518,2,2,2,2,2,1,1.0,142.5,208.65,2023-02-27 18:33:48,2023-03-10 16:40:00,11,0.5,0.5,0.0
AC00110,8,2507.77,313.47125,229.1,1250.94,399.3111939484041,936.0939999999996,1187.9707999999998,6877.297500000001,363.92,0.061046345039878575,0.1699375318912588,8,8,8,8,3,2,1.125,87.75,219.4499999999999,2023-01-11 16:58:02,2023-11-17 16:39:20,310,0.5,0.125,0.375
AC00111,7,3071.73,438.81857142857143,270.54,1493.0,538.9276154373167,1286.1109999999994,1451.6221999999996,7752.751428571429,269.78,0.2944647894528849,0.9785968937872418,7,6,6,7,3,1,1.0,128.57142857142858,213.29999999999993,2023-01-23 17:39:08,2023-12-11 18:43:00,323,0.42857142857142855,0.2857142857142857,0.2857142857142857
AC00112,1,554.15,554.15,554.15,554.15,0.0,554.15,554.15,14817.22,14817.22,0.03739905326370011,0.03739905326370011,1,1,1,1,1,1,1.0,108.0,108.0,2023-04-18 17:17:37,2023-04-18 17:17:37,1,1.0,0.0,0.0
AC00113,4,1340.72,335.18,261.65500000000003,643.02,212.6168549292365,592.6784999999999,632.9516999999998,5511.6875,1057.0,0.13165352176418837,0.270416752170751,4,3,4,4,1,1,1.0,92.5,212.49999999999994,2023-01-04 16:02:09,2023-10-02 17:47:19,272,1.0,0.0,0.0
AC00114,7,2221.26,317.3228571428572,268.39,1049.92,362.2023884383926,878.0649999999996,1015.5489999999998,6692.155714285714,2037.85,0.0960762007388104,0.3824371794734071,7,7,7,7,3,1,1.0,124.57142857142857,262.09999999999997,2023-02-21 18:13:02,2023-12-13 17:02:21,295,0.14285714285714285,0.2857142857142857,0.5714285714285714
AC00115,3,752.09,250.6966666666667,85.43,581.65,286.614071066536,532.0279999999999,571.7256,5561.496666666666,480.19,0.42748184622026447,1.0967044777187134,3,3,3,3,2,1,1.0,159.33333333333334,174.1,2023-01-09 16:54:58,2023-06-07 16:45:34,149,0.6666666666666666,0.3333333333333333,0.0
AC00116,6,1180.23,196.705,197.70999999999998,408.62,172.36425647447908,395.605,406.017,5196.58,1872.22,0.07195686700345272,0.1585212704658367,6,6,6,6,2,1,1.0,119.66666666666667,246.75,2023-03-08 18:51:57,2023-11-27 17:29:25,264,0.16666666666666666,0.0,0.8333333333333334
AC00117,1,55.32,55.32,55.32,55.32,0.0,55.32,55.32,241.79,241.79,0.22879358120588614,0.22879358120588614,1,1,1,1,1,1,1.0,117.0,117.0,2023-04-12 16:03:37,2023-04-12 16:03:37,1,1.0,0.0,0.0
AC00118,4,1250.6,312.65,236.51,692.55,266.3569389622379,631.7249999999998,680.3849999999999,2507.6725,1204.65,0.16098308482211948,0.27586230338307804,3,4,4,4,3,1,1.0,97.0,196.54999999999995,2023-02-24 16:24:46,2023-04-14 16:00:51,49,0.5,0.25,0.25
AC00119,6,1639.27,273.21166666666664,162.45000000000002,761.73,271.4811175324476,673.7,744.124,7481.866666666668,151.28,0.8553322263739053,3.7851782453807283,6,5,6,6,3,1,1.0,154.33333333333334,282.75,2023-07-26 16:05:48,2023-12-04 16:10:04,132,0.5,0.3333333333333333,0.16666666666666666
AC00120,6,1744.58,290.7633333333333,221.985,730.1,226.69533199134622,622.965,708.6730000000001,7797.528333333333,701.73,0.10578361300719809,0.26119594123081036,6,6,6,6,3,2,1.1666666666666667,115.0,229.0,2023-02-09 17:46:49,2023-11-14 18:49:52,279,0.5,0.3333333333333333,0.16666666666666666
AC00121,2,294.73,147.365,147.365,213.76,93.89670947376165,207.1205,212.4321,4727.515,3528.72,0.03712000422271392,0.058231486241476504,2,2,2,2,2,1,1.0,219.5,275.75,2023-01-09 17:27:58,2023-03-01 17:52:14,52,0.5,0.0,0.5
AC00122,6,1556.39,259.39833333333337,276.045,613.7,226.13119700003062,549.82,600.9240000000001,4967.5616666666665,619.86,0.15461236386516455,0.4747590428357199,6,6,6,6,3,1,1.0,106.16666666666667,232.75,2023-02-03 17:46:54,2023-12-26 16:07:28,326,0.16666666666666666,0.5,0.3333333333333333
AC00123,4,919.0600000000001,229.76500000000001,131.515,578.49,235.24914289606525,516.1139999999998,566.0147999999999,7671.035000000001,4536.38,0.03335528313284239,0.07850714865640096,4,4,4,4,3,1,1.0,112.25,175.04999999999998,2023-02-01 17:12:47,2023-11-27 17:51:15,300,0.25,0.5,0.25
AC00124,4,1190.82,297.705,173.97,819.48,367.88269339559866,740.3699999999998,803.6579999999999,7488.18,1804.5,0.12572309984841804,0.39152224825263,4,4,4,4,2,4,1.75,75.25,158.94999999999996,2023-01-23 17:18:16,2023-12-29 18:07:04,341,0.75,0.0,0.25
AC00125,6,1005.6899999999999,167.61499999999998,117.925,476.03,170.34923924103683,412.08,463.24,5158.7300000000005,940.91,0.03897583128596863,0.07593409784189337,6,6,6,6,3,1,1.0,61.833333333333336,110.25,2023-03-15 16:37:04,2023-12-11 16:52:47,272,0.5,0.3333333333333333,0.16666666666666666
AC00126,7,1519.86,217.12285714285713,125.0,643.03,205.92875747972369,545.9019999999997,623.6043999999998,5026.975714285714,1447.35,0.06664493841999548,0.19245843542652608,6,7,7,7,3,1,1.0,112.85714285714286,173.1,2023-01-02 17:05:16,2023-08-07 16:54:58,217,0.42857142857142855,0.14285714285714285,0.42857142857142855
AC00127,2,545.4499999999999,272.72499999999997,272.72499999999997,539.81,377.71522930641805,513.1014999999999,534.4682999999999,7377.245,2051.25,0.13180273405932172,0.2500256116142262,1,2,2,2,1,1,1.0,112.0,170.5,2023-02-21 16:14:16,2023-03-08 16:57:30,16,0.0,0.0,1.0
AC00128,7,3224.8900000000003,460.6985714285715,425.91,1397.59,487.96955487094925,1191.3549999999996,1356.3429999999996,3310.4199999999996,383.58,0.5885277037966713,1.4370569657157313,7,7,7,7,2,1,1.0,138.42857142857142,224.9,2023-01-03 17:33:54,2023-11-13 17:28:12,314,0.7142857142857143,0.0,0.2857142857142857
AC00129,4,1095.42,273.855,212.31,586.85,217.31605271278664,531.5779999999999,575.7955999999999,6915.41,3651.07,0.0444896019888769,0.08342639943104496,4,4,4,4,2,1,1.0,104.25,160.24999999999997,2023-06-05 16:27:31,2023-10-03 16:22:49,120,0.75,0.0,0.25
AC00130,9,2862.83,318.09222222222223,273.92,720.13,180.36710396977728,601.6619999999999,696.4363999999999,5486.9,387.02,0.26221396317733314,1.176325274962378,9,9,9,9,3,2,1.1111111111111112,80.0,146.2,2023-01-30 18:50:14,2023-09-05 16:52:06,218,0.3333333333333333,0.3333333333333333,0.3333333333333333
AC00131,9,2829.42,314.38,235.4,879.25,252.6757667941269,737.3899999999999,850.8779999999999,4672.113333333334,125.85,1.032430463207123,4.908875776003931,9,8,9,9,3,1,1.0,99.55555555555556,226.99999999999994,2023-01-17 17:11:24,2023-11-07 17:44:12,295,0.1111111111111111,0.3333333333333333,0.5555555555555556
AC00132,4,385.93,96.4825,77.08500000000001,220.82,98.87437698918765,207.33649999999997,218.12329999999997,5044.507500000001,860.12,0.053523498432386005,0.13709587842270565,4,4,4,4,2,1,1.0,138.5,230.59999999999997,2023-02-08 16:52:09,2023-12-29 16:30:53,324,0.25,0.75,0.0
AC00133,7,1398.29,199.75571428571428,240.03,447.95,143.96749504166357,390.0769999999999,436.3753999999999,3986.5799999999995,752.25,0.08401644622905449,0.25142447257093864,7,7,7,7,3,1,1.0,125.14285714285714,247.1999999999999,2023-01-02 18:35:07,2023-11-23 16:15:59,325,0.14285714285714285,0.42857142857142855,0.42857142857142855
AC00134,1,49.59,49.59,49.59,49.59,0.0,49.59,49.59,6037.03,6037.03,0.008214304053481893,0.008214304053481893,1,1,1,1,1,1,1.0,147.0,147.0,2023-08-25 16:45:20,2023-08-25 16:45:20,1,0.0,1.0,0.0
AC00135,2,145.89,72.945,72.945,106.23,47.07209842358847,102.9015,105.5643,8796.24,8497.34,0.008173603573970314,0.011329238129480747,2,2,2,2,1,1,1.0,127.5,164.85,2023-03-21 16:59:46,2023-05-18 16:16:53,58,0.0,1.0,0.0
AC00136,8,3880.53,485.06625,648.585,886.19,335.44262809170726,834.7715,875.9063,5374.211249999999,164.61,0.7017655625126528,3.039594582915386,8,8,8,7,3,1,1.0,61.0,100.5,2023-01-03 18:18:14,2023-11-20 16:31:36,321,0.25,0.5,0.25
AC00137,3,377.17,125.72333333333334,31.39,333.67,180.34492433482382,303.442,327.62440000000004,3988.9500000000003,998.49,0.024851771639788457,0.035650826451171645,3,3,3,3,3,1,1.0,70.0,121.1,2023-01-09 17:09:31,2023-12-12 16:17:27,337,0.3333333333333333,0.3333333333333333,0.3333333333333333
AC00138,2,416.4,208.2,208.2,355.0,207.60655095637034,340.32,352.064,4039.17,185.47,0.9609176772153978,1.8187423311456912,2,2,2,2,2,2,1.5,26.5,32.35,2023-01-30 16:45:11,2023-08-29 16:50:17,212,0.0,0.5,0.5
AC00139,8,1421.76,177.72,110.975,510.7,179.3701959635435,453.0059999999999,499.16119999999995,6090.3625,1293.39,0.053110237506600114,0.1800780055896145,7,6,8,8,3,5,1.5,123.375,272.65,2023-02-23 16:51:34,2023-12-18 16:06:14,298,0.375,0.25,0.375
AC00140,7,1052.82,150.40285714285713,154.71,241.45,76.00739168315269,232.52499999999998,239.66499999999996,5234.305714285714,1523.72,0.05743932868105566,0.13648965506391644,7,7,7,7,3,1,1.0,176.42857142857142,268.09999999999997,2023-04-06 18:06:12,2023-11-13 16:58:19,221,0.14285714285714285,0.14285714285714285,0.7142857142857143
AC00141,5,1456.17,291.23400000000004,148.26,780.59,305.9655843881792,704.212,765.3144,5206.886,958.7,0.07039243197370364,0.1476864963214448,5,5,5,5,2,1,1.0,121.2,249.79999999999998,2023-05-08 17:33:08,2023-10-17 16:58:59,162,0.8,0.0,0.2
AC00142,2,529.7,264.85,264.85,504.12,338.37887906901045,480.193,499.3346,3924.345,1107.28,0.2295361281379422,0.4327036308757029,2,2,2,2,2,1,1.0,133.5,162.75,2023-04-14 17:35:50,2023-11-16 16:33:22,216,0.5,0.5,0.0
AC00143,5,1378.78,275.756,281.47,447.83,150.14777997026795,435.568,445.3776,7637.503999999999,4055.55,0.040311082689358686,0.06760299182319382,5,5,5,5,2,1,1.0,125.4,218.79999999999998,2023-03-13 16:13:13,2023-08-18 17:02:15,159,0.2,0.8,0.0
AC00144,8,1842.97,230.37125,133.01999999999998,518.85,184.75310980854576,501.448,515.3696,4127.6537499999995,783.83,0.1246491055537304,0.34155392206572177,8,8,8,8,3,3,1.25,123.875,169.64999999999998,2023-01-24 18:43:06,2023-12-04 17:53:57,314,0.25,0.375,0.375
AC00145,5,1402.7800000000002,280.55600000000004,217.61,515.57,165.32228004718542,487.88,510.03200000000004,4859.604,319.84,0.2556668779762507,0.5775165323570813,5,5,5,5,2,4,1.6,83.8,129.4,2023-01-02 17:26:34,2023-09-12 16:50:21,253,0.6,0.0,0.4
AC00146,2,1171.78,585.89,585.89,1135.8,777.6901800845886,1080.809,1124.8018,12340.82,11147.34,0.043573894960335216,0.07988549216849715,1,2,2,2,2,1,1.0,191.5,244.15,2023-08-17 16:14:47,2023-09-06 16:03:15,20,0.5,0.5,0.0
AC00147,3,388.62,129.54,67.15,270.72,122.54013342574751,250.363,266.64860000000004,7854.639999999999,6263.96,0.018930593906074603,0.03964055681520642,3,3,3,3,2,1,1.0,84.0,171.79999999999998,2023-07-03 18:01:00,2023-11-20 17:17:05,140,0.3333333333333333,0.0,0.6666666666666666
AC00148,5,2868.79,573.758,366.21,1416.69,541.0545041583149,1284.8339999999998,1390.3188,6203.84,2366.3,0.12577943847680118,0.32998034080693817,5,5,5,5,3,1,1.0,80.2,158.59999999999997,2023-01-12 17:57:06,2023-08-21 16:07:13,221,0.6,0.2,0.2
AC00149,6,2218.1,369.68333333333334,283.335,1092.73,387.8058009708812,932.9325,1060.7705,7058.091666666667,618.05,0.2069444553405477,0.6824886326943329,6,6,6,6,3,4,1.5,99.66666666666667,155.25,2023-01-23 17:24:29,2023-11-09 18:45:10,291,0.3333333333333333,0.5,0.16666666666666666
AC00150,7,2030.56,290.08,195.8,992.17,344.2913847794239,835.7049999999996,960.8769999999997,5858.764285714286,359.06,0.11847701878331887,0.31430299544456564,7,7,6,7,3,4,1.4285714285714286,151.71428571428572,185.7,2023-01-30 17:36:54,2023-07-04 16:25:35,155,0.2857142857142857,0.2857142857142857,0.42857142857142855
AC00151,4,1156.83,289.2075,303.32500000000005,382.07,88.86982629104212,370.5365,379.76329999999996,6460.787499999999,560.73,0.16481222255801975,0.4672239965389143,4,4,4,4,2,1,1.0,166.5,279.75,2023-01-26 16:13:15,2023-06-05 17:48:33,131,0.0,0.5,0.5
AC00152,4,969.87,242.4675,163.37,613.21,260.31577943912663,555.3114999999999,601.6302999999999,3941.26,832.82,0.12246204567678601,0.2599579209010624,4,4,4,4,2,1,1.0,141.75,210.54999999999998,2023-03-15 17:45:31,2024-01-01 16:25:13,292,0.75,0.0,0.25
AC00153,7,2451.89,350.27,256.34,1116.48,366.6023965642705,909.8849999999995,1075.1609999999996,4495.128571428571,271.64,0.443042939952543,1.8521117979022077,6,7,7,7,3,3,1.2857142857142858,108.0,222.79999999999995,2023-01-27 16:40:28,2023-09-18 17:44:50,235,0.2857142857142857,0.2857142857142857,0.42857142857142855
AC00154,5,869.43,173.886,143.03,371.86,172.6220002780642,364.24399999999997,370.3368,3856.7119999999995,921.23,0.07283463085876132,0.23356901377162148,5,5,5,5,2,1,1.0,153.4,249.99999999999997,2023-01-09 17:56:30,2023-11-30 17:53:48,325,0.8,0.2,0.0
AC00155,6,1757.2,292.8666666666667,264.065,607.28,187.69862542561856,550.8399999999999,595.992,5971.546666666666,667.66,0.06578374578877923,0.12017686541557102,6,6,6,6,3,1,1.0,121.0,177.25,2023-01-23 16:47:11,2024-01-01 16:12:32,343,0.3333333333333333,0.16666666666666666,0.5
AC00156,5,2155.04,431.008,237.06,1271.9,472.0442632529285,1069.7479999999998,1231.4696000000001,2481.3419999999996,813.68,0.24033156281850498,0.5379883722406439,5,4,5,5,3,1,1.0,86.8,160.6,2023-03-17 16:34:52,2023-12-18 16:47:17,277,0.4,0.4,0.2
AC00157,5,1249.0900000000001,249.81800000000004,214.73,481.53,149.02813549796562,445.10799999999995,474.24559999999997,4543.075999999999,3228.87,0.05198834490073467,0.07536012260518857,5,5,5,5,2,1,1.0,92.4,233.39999999999998,2023-04-17 17:43:23,2023-12-04 17:25:18,231,0.4,0.6,0.0
AC00158,7,2354.62,336.3742857142857,245.93,775.6,227.67804643524906,676.9689999999998,755.8737999999998,5047.847142857143,1623.5,0.100346994343202,0.2523408047258383,6,7,7,7,2,1,1.0,106.28571428571429,167.79999999999998,2023-05-16 16:57:35,2023-12-22 17:31:59,221,0.0,0.8571428571428571,0.14285714285714285
AC00159,5,1024.1399999999999,204.82799999999997,187.88,425.34,144.29790944431593,386.37399999999997,417.54679999999996,5827.548000000001,1649.43,0.050134953431938946,0.10452093233512569,5,5,5,5,3,1,1.0,120.8,174.2,2023-02-13 16:59:39,2023-08-10 16:39:44,178,0.4,0.4,0.2
AC00160,2,1026.89,513.445,513.445,757.1,344.5802055400165,732.7345,752.2269,5922.665,1292.1,0.1402703486798362,0.20194670052839078,2,2,2,2,2,1,1.0,110.0,193.7,2023-01-23 17:22:25,2023-10-03 16:15:25,253,0.5,0.5,0.0
AC00161,4,1965.8999999999999,491.47499999999997,357.21000000000004,1182.86,497.539802394408,1082.6734999999996,1162.8226999999997,7019.25,421.93,0.352993285308052,1.0604478679373028,4,4,4,4,2,5,2.0,118.75,154.75,2023-04-13 18:37:48,2023-12-11 16:06:51,242,0.0,0.25,0.75
AC00162,2,89.75,44.875,44.875,55.99,15.718983745776955,54.8785,55.767700000000005,2093.06,932.61,0.03520614958639506,0.05755284708133385,2,2,2,2,2,1,1.0,161.0,220.4,2023-01-16 17:39:25,2023-11-13 16:16:24,301,0.5,0.0,0.5
AC00163,2,615.91,307.955,307.955,388.77,114.28966904318168,380.6885,387.15369999999996,1000.215,341.94,0.44934030526320307,0.642775757143277,2,2,2,2,2,1,1.0,162.0,280.8,2023-07-03 17:42:08,2023-12-11 16:57:08,161,0.5,0.0,0.5
AC00164,6,3039.38,506.56333333333333,552.5,738.68,251.8491128963266,731.8349999999999,737.3109999999999,6175.1016666666665,337.62,0.2159097480175487,0.6292794063355002,6,6,6,5,3,1,1.0,93.16666666666667,157.75,2023-01-05 16:13:59,2023-07-12 16:54:53,189,0.16666666666666666,0.5,0.3333333333333333
AC00165,6,1761.16,293.5266666666667,119.17500000000001,820.62,340.96149868667965,772.19,810.9340000000001,4871.538333333333,268.77,0.23657837744477342,0.8401381894149318,6,6,6,6,3,1,1.0,123.83333333333333,167.75,2023-03-03 17:18:59,2023-11-14 16:09:22,256,0.5,0.3333333333333333,0.16666666666666666
AC00166,6,1407.46,234.57666666666668,238.77999999999997,446.39,177.2526295056484,435.135,444.139,4251.545000000001,1251.85,0.07208474929099704,0.14194457484120265,6,5,6,6,3,1,1.0,115.0,221.5,2023-02-17 16:28:12,2023-12-12 17:41:53,299,0.5,0.16666666666666666,0.3333333333333333
AC00167,5,1581.57,316.31399999999996,405.6,490.76,183.4175117866339,482.274,489.0628,5161.33,922.19,0.13972436302707075,0.40485344521835376,4,5,5,5,3,1,1.0,110.0,160.0,2023-01-19 16:28:08,2023-09-27 16:39:38,252,0.4,0.2,0.4
AC00168,1,77.83,77.83,77.83,77.83,0.0,77.83,77.83,2471.53,2471.53,0.031490615125031256,0.031490615125031256,1,1,1,1,1,1,1.0,146.0,146.0,2023-12-27 16:40:01,2023-12-27 16:40:01,1,0.0,1.0,0.0
AC00169,2,175.69,87.845,87.845,136.48,68.78027660601546,131.61649999999997,135.5073,7002.049999999999,4618.53,0.016864108887926884,0.02828188607244926,2,2,2,2,2,4,4.0,191.5,239.65,2023-05-10 16:15:31,2023-08-14 16:46:26,97,0.5,0.0,0.5
AC00170,7,1731.2800000000002,247.32571428571433,106.99,1192.2,420.1260819030855,885.8729999999994,1130.9345999999996,5322.22,609.6,0.04274871715644507,0.1271958345153087,6,6,7,7,3,5,1.5714285714285714,132.71428571428572,215.79999999999995,2023-01-02 16:36:02,2023-12-21 16:21:27,353,0.2857142857142857,0.42857142857142855,0.2857142857142857
AC00171,5,889.9300000000001,177.98600000000002,97.98,577.73,231.07038458011013,495.2939999999999,561.2428,7441.08,761.78,0.058277056464654496,0.18157035515742792,4,5,5,5,3,1,1.0,124.8,255.39999999999998,2023-02-06 16:09:48,2023-12-21 17:56:04,319,0.4,0.4,0.2
AC00172,5,2904.99,580.9979999999999,431.31,1143.67,430.9310707874289,1088.996,1132.7352,4234.562,342.73,0.34450833850526774,1.0539471157794778,5,3,4,5,2,1,1.0,142.4,212.0,2023-05-01 16:18:16,2023-10-30 16:18:48,183,0.2,0.0,0.8
AC00173,4,1795.2,448.8,422.2,726.61,216.57487727496618,692.4069999999999,719.7693999999999,5366.004999999999,1008.76,0.2220816225739124,0.6250111789670406,4,4,4,4,3,1,1.0,134.25,255.69999999999996,2023-01-30 16:20:26,2023-11-03 16:31:22,278,0.5,0.25,0.25
AC00174,4,700.68,175.17,148.285,353.59,138.24611603947503,332.58399999999995,349.38879999999995,4297.865,1121.19,0.0722677933658617,0.17168502902802457,4,3,4,4,3,5,2.0,108.75,166.35,2023-03-30 16:00:25,2023-10-16 16:29:39,201,0.25,0.25,0.5
AC00175,7,2136.54,305.21999999999997,309.77,567.71,247.24397255882027,564.62,567.092,6035.412857142857,2968.75,0.06850442566701331,0.17046276236354682,6,6,7,7,3,1,1.0,97.14285714285714,156.79999999999998,2023-02-06 18:39:23,2023-11-27 16:33:20,294,0.42857142857142855,0.14285714285714285,0.42857142857142855
AC00176,8,2357.68,294.71,186.3,841.28,305.95987155180984,755.4004999999999,824.1040999999999,3415.33,165.75,0.2775622929039977,0.6786429381977789,8,8,8,8,3,1,1.0,123.25,190.39999999999998,2023-01-16 18:57:13,2023-12-25 18:29:05,343,0.125,0.625,0.25
AC00177,9,2953.1,328.1222222222222,242.62,736.73,231.34371548508605,691.598,727.7036,4208.693333333333,135.96,0.4851612836579192,1.7244648689228619,9,9,9,9,3,1,1.0,151.0,243.0,2023-01-03 17:56:37,2023-12-05 18:33:02,337,0.2222222222222222,0.5555555555555556,0.2222222222222222
AC00178,5,879.11,175.822,115.02,446.1,153.31266033827734,384.64399999999995,433.8088,4872.183999999999,1008.44,0.10603911703475917,0.3628486353632655,5,4,5,5,3,4,1.6,140.4,229.39999999999998,2023-04-17 16:50:45,2023-10-19 17:34:53,186,0.2,0.4,0.4
AC00179,6,3819.73,636.6216666666667,288.025,1831.02,659.3779730447982,1621.9225,1789.2005000000001,8851.878333333334,2012.24,0.07298422932421186,0.14594775729537765,6,6,6,6,3,1,1.0,133.5,264.5,2023-02-09 16:29:06,2023-10-27 18:28:05,261,0.16666666666666666,0.16666666666666666,0.6666666666666666
AC00180,1,108.96,108.96,108.96,108.96,0.0,108.96,108.96,7597.66,7597.66,0.014341257703027728,0.014341257703027728,1,1,1,1,1,1,1.0,247.0,247.0,2023-10-10 18:12:07,2023-10-10 18:12:07,1,1.0,0.0,0.0
AC00181,5,1447.3,289.46,261.77,800.55,314.75019253369805,704.8259999999999,781.4051999999999,4768.766,824.71,0.10070944324969464,0.27050099158332963,5,5,5,5,3,1,1.0,55.2,101.0,2023-01-12 18:07:21,2023-12-04 18:27:11,327,0.6,0.2,0.2
AC00182,8,3553.6099999999997,444.20124999999996,408.95500000000004,870.05,263.8652513493257,802.5839999999998,856.5568,3058.38625,112.76,0.5725906988509124,1.7144316783587625,8,7,8,8,3,2,1.125,115.875,244.29999999999993,2023-01-30 16:34:16,2023-10-16 17:47:41,260,0.625,0.25,0.125
AC00183,6,1635.97,272.6616666666667,231.655,637.34,229.19653159824796,583.195,626.5110000000001,3703.4066666666663,129.79,0.28345562679297376,0.9713881488155569,6,6,6,6,3,1,1.0,153.0,273.75,2023-02-23 16:04:35,2023-09-18 16:19:03,208,0.16666666666666666,0.5,0.3333333333333333
AC00184,4,1021.61,255.4025,232.09,484.24,196.83162167615922,464.65749999999997,480.32349999999997,7573.0,2264.98,0.03507294987203407,0.056764000935068185,3,3,4,4,2,1,1.0,125.25,205.49999999999997,2023-05-29 16:40:15,2023-10-31 17:06:47,156,0.0,0.5,0.5
AC00185,6,1454.4099999999999,242.40166666666664,168.07,868.05,316.5751116823094,702.665,834.9730000000001,4565.13,658.91,0.06069267588486701,0.178779428704828,6,5,6,6,3,1,1.0,118.5,236.0,2023-01-12 16:35:36,2023-12-18 17:09:29,341,0.5,0.16666666666666666,0.3333333333333333
